generator,psse_bus,psse_bus_name,bus,station,carrier,p_nom,in_service,lat,lon,cell_lat,cell_lon,cell
19372-2,19372,W_KINGSMOUNT,1931,CUNGHILL,wind,11.05,True,54.1111523,-8.6491987,54.1,-8.6,+054.10_-0008.60
19472-5,19472,EDENDERRY_PO,1941,CUSHALING,unknown,58.274,False,53.2891013,-7.0847828,53.300000000000004,-7.1000000000000005,+053.30_-0007.10
19473-3,19473,EDENDERRY_PO,1941,CUSHALING,unknown,58.274,False,53.2891013,-7.0847828,53.300000000000004,-7.1000000000000005,+053.30_-0007.10
19602-1,19602,BIO_HOFFMAN,1961,CASTLEVIEW,unknown,4.0,False,51.9009511,-8.3704585,51.900000000000006,-8.4,+051.90_-0008.40
19602-2,19602,BIO_HOFFMAN,1961,CASTLEVIEW,unknown,2.0,False,51.9009511,-8.3704585,51.900000000000006,-8.4,+051.90_-0008.40
19771-1,19771,W_COOMAGEARL,1971,COOMAGEARLAH,wind,42.5,True,51.9385387,-9.311485,51.900000000000006,-9.3,+051.90_-0009.30
19772-TW,19772,W_COOMAGEARL,1971,COOMAGEARLAH,wind,8.5,True,51.9385387,-9.311485,51.900000000000006,-9.3,+051.90_-0009.30
19773-TW,19773,W_COOMAGE_PH,1971,COOMAGEARLAH,wind,30.0,True,51.9385387,-9.311485,51.900000000000006,-9.3,+051.90_-0009.30
19971-1,19971,W_CASTLEDOCK,1991,CASTLEDOCKRE,wind,20.0,True,52.5904745,-6.6343018,52.6,-6.6000000000000005,+052.60_-0006.60
19972-2,19972,W_CASTLEDOCK,1991,CASTLEDOCKRE,wind,2.0,True,52.5904745,-6.6343018,52.6,-6.6000000000000005,+052.60_-0006.60
19973-3,19973,W_CASTLEDOCK,1991,CASTLEDOCKRE,wind,3.3,True,52.5904745,-6.6343018,52.6,-6.6000000000000005,+052.60_-0006.60
19974-4,19974,W_CASTLEDOCK,1991,CASTLEDOCKRE,wind,16.1,True,52.5904745,-6.6343018,52.6,-6.6000000000000005,+052.60_-0006.60
20171-1,20171,S_GARR,2011,,unknown,85.0,True,,,,,
20172-1,20172,B_GARR,2011,,unknown,50.0,False,,,,,
20401-1,20401,CORDUFF_FLEX,2041,CORDUFF,unknown,63.5,False,53.4193712,-6.3649353,53.400000000000006,-6.4,+053.40_-0006.40
20671-1,20671,PV_CASTLETRE,2061,,solar,55.0,True,,,,,
20771-1,20771,KILSHANE,2072,CRUISERATH,unknown,284.0,True,53.4146281,-6.3817801,53.400000000000006,-6.4,+053.40_-0006.40
21071-2,21071,W_DUNDALK,2101,DUNDALK,wind,0.5,True,54.0053368,-6.4237884,54.0,-6.4,+054.00_-0006.40
21072-1,21072,PV_WILLVILLE,2101,DUNDALK,solar,3.99,True,54.0053368,-6.4237884,54.0,-6.4,+054.00_-0006.40
21272-1,21272,PV_FIRGROVE,2121,DRUMLINE,solar,4.0,True,52.7239924,-8.8613742,52.7,-8.9,+052.70_-0008.90
21273-1,21273,PV_CLONLOGHA,2121,DRUMLINE,solar,8.0,True,52.7239924,-8.8613742,52.7,-8.9,+052.70_-0008.90
21274-1,21274,PV_COOLSHAMR,21210,,solar,60.0,True,,,,,
21371-TW,21371,W_DROMADA,2131,DROMADA,wind,28.5,True,52.4434711,-9.2344983,52.400000000000006,-9.200000000000001,+052.40_-0009.20
21404-1,21404,DUNGARVAN,2141,DUNGARVAN,unknown,4.99,True,52.1082836,-7.6536881,52.1,-7.7,+052.10_-0007.70
21471-1,21471,PV_DRUMROE E,2141,DUNGARVAN,solar,15.0,True,52.1082836,-7.6536881,52.1,-7.7,+052.10_-0007.70
21472-1,21472,PV_POULBAUTI,2141,DUNGARVAN,solar,19.0,True,52.1082836,-7.6536881,52.1,-7.7,+052.10_-0007.70
21473-1,21473,PV_KILCANNON,2141,DUNGARVAN,solar,4.95,True,52.1082836,-7.6536881,52.1,-7.7,+052.10_-0007.70
21474-1,21474,PV_COOLTUBBR,2141,DUNGARVAN,solar,4.0,True,52.1082836,-7.6536881,52.1,-7.7,+052.10_-0007.70
21571-1,21571,PV_DROMBEG S,2151,,solar,50.0,True,,,,,
21572-1,21572,W_BALLYLONGF,2151,,wind,25.2,True,,,,,
21671-1,21671,HY_GLASHA_HY,2161,DOON,hydro,0.865,False,52.3836007,-7.6676498,52.400000000000006,-7.7,+052.40_-0007.70
21672-1,21672,S_CLONMELPV,2161,DOON,solar,4.99,True,52.3836007,-7.6676498,52.400000000000006,-7.7,+052.40_-0007.70
21791-1,21791,W_KNOCKALOUG,2171,KNOCKALOUGH,wind,33.6,True,53.3058138,-9.2491169,53.300000000000004,-9.200000000000001,+053.30_-0009.20
21871-1,21871,W_DUNMORE,2181,DRYBRIDGE,wind,1.7,True,53.7247696,-6.4010215,53.7,-6.4,+053.70_-0006.40
21872-2,21872,W_DUNMORE,2181,DRYBRIDGE,wind,1.8,True,53.7247696,-6.4010215,53.7,-6.4,+053.70_-0006.40
21873-1,21873,WHITERIVER,2181,DRYBRIDGE,unknown,1.274,False,53.7247696,-6.4010215,53.7,-6.4,+053.70_-0006.40
21874-1,21874,W_BURTONSTOW,2181,DRYBRIDGE,wind,0.15,True,53.7247696,-6.4010215,53.7,-6.4,+053.70_-0006.40
21875-1,21875,PV_STAMULLEN,2181,DRYBRIDGE,solar,3.99,True,53.7247696,-6.4010215,53.7,-6.4,+053.70_-0006.40
21876-1,21876,PV_BEAULIEU,2181,DRYBRIDGE,solar,3.99,True,53.7247696,-6.4010215,53.7,-6.4,+053.70_-0006.40
21877-1,21877,PV_GRANGEGEE,2181,DRYBRIDGE,solar,4.0,True,53.7247696,-6.4010215,53.7,-6.4,+053.70_-0006.40
21878-1,21878,PV_CLUIDE PV,2181,DRYBRIDGE,solar,4.0,True,53.7247696,-6.4010215,53.7,-6.4,+053.70_-0006.40
22171-1,22171,PV_DENNISTOW,2211,,solar,101.1,True,,,,,
22204-1,22204,DUNMANWAY,2221,DUNMANWAY,unknown,1.0,True,51.7232312,-9.0897487,51.7,-9.1,+051.70_-0009.10
22272-DW,22272,W_KILVEENOGE,2225,DUNMANWAY,wind,17.0,True,51.7232312,-9.0897487,51.7,-9.1,+051.70_-0009.10
22273-DW,22273,W_REENASCREE,2221,DUNMANWAY,wind,4.5,True,51.7232312,-9.0897487,51.7,-9.1,+051.70_-0009.10
22274-2,22274,W_MILANEH,1281,BALLYLICKEY,wind,5.94,True,51.7239932,-9.4296621,51.7,-9.4,+051.70_-0009.40
22275-4,22275,W_LAHANAGH,2221,DUNMANWAY,wind,4.25,True,51.7232312,-9.0897487,51.7,-9.1,+051.70_-0009.10
22276-3,22276,W_COOMATAL,2225,DUNMANWAY,wind,5.95,True,51.7232312,-9.0897487,51.7,-9.1,+051.70_-0009.10
22278-1,22278,W_CURRABWEE,2221,DUNMANWAY,wind,4.62,True,51.7232312,-9.0897487,51.7,-9.1,+051.70_-0009.10
22279-1,22279,W_KNOCKEENBU,2221,DUNMANWAY,wind,13.8,True,51.7232312,-9.0897487,51.7,-9.1,+051.70_-0009.10
22292-5,22292,BIO_BALINEEN,2221,DUNMANWAY,unknown,6.0,False,51.7232312,-9.0897487,51.7,-9.1,+051.70_-0009.10
22371-1,22371,W_DERRYBRIEN,2231,,wind,59.5,True,,,,,
22471-1,22471,W_CARRIG,2241,DALLOW,wind,2.55,True,53.1259869,-7.928076,53.1,-7.9,+053.10_-0007.90
22472-2,22472,W_SKEHANAG,2241,DALLOW,wind,4.25,True,53.1259869,-7.928076,53.1,-7.9,+053.10_-0007.90
22473-1,22473,W_LEABEG,2241,DALLOW,wind,4.25,True,53.1259869,-7.928076,53.1,-7.9,+053.10_-0007.90
22474-1,22474,W_MEENWAUN,2241,DALLOW,wind,9.99,True,53.1259869,-7.928076,53.1,-7.9,+053.10_-0007.90
22475-1,22475,W_LEAMORCT,2241,DALLOW,wind,4.99,True,53.1259869,-7.928076,53.1,-7.9,+053.10_-0007.90
22671-1,22671,DERRYIRON_G1,22610,DERRYIRON,unknown,52.1,False,53.3581344,-7.2138473,53.400000000000006,-7.2,+053.40_-0007.20
22672-2,22672,DERRYIRON_G2,22610,DERRYIRON,unknown,52.1,False,53.3581344,-7.2138473,53.400000000000006,-7.2,+053.40_-0007.20
22673-1,22673,BS_RHODE_ESS,2261,DERRYIRON,biomass,37.5,False,53.3581344,-7.2138473,53.400000000000006,-7.2,+053.40_-0007.20
22771-1,22771,PV_DERRYLAHA,2271,,solar,65.0,True,,,,,
22871-1,22871,W_MACEUPP,22811,,wind,2.55,True,,,,,
22872-1,22872,W_MAGHERAMOR,2281,,wind,40.8,True,,,,,
22873-1,22873,BS_CARROWBEG,22811,,biomass,12.0,False,,,,,
22874-1,22874,PV_LISDUFF,2281,,solar,4.0,True,,,,,
23071-1,23071,PV_HORTLAND,2301,DUNFIRTH,solar,14.0,True,53.3880882,-6.8293304,53.400000000000006,-6.800000000000001,+053.40_-0006.80
23073-1,23073,PV_DYSART,2301,DUNFIRTH,solar,17.5,True,53.3880882,-6.8293304,53.400000000000006,-6.800000000000001,+053.40_-0006.80
23171-1,23171,DERRYGREENAG,2312,,unknown,100.0,False,,,,,
23371-1,23371,W_FERRY VIEW,2331,,wind,47.3,True,,,,,
23471-1,23471,CAHERHURLY,2341,,unknown,91.2,True,,,,,
23571-1,23571,EFFERNOGE,2351,,unknown,50.0,True,,,,,
23675-1,23675,PV_LISSANE W,2361,ENNIS,solar,19.0,True,52.860201,-8.9358728,52.900000000000006,-8.9,+052.90_-0008.90
23682-1,23682,W_BOOLONARUD,23610,SLIEVECALLAN,wind,45.515,True,52.8288117,-9.2836999,52.800000000000004,-9.3,+052.80_-0009.30
23692-TW,23692,W_KNOCKALASS,23610,SLIEVECALLAN,wind,26.875,True,52.8288117,-9.2836999,52.800000000000004,-9.3,+052.80_-0009.30
24471-1,24471,BELLEWSTOWN,2441,,unknown,54.0,True,,,,,
24472-1,24472,BELLEWSTOWN,2441,,unknown,54.0,True,,,,,
24473-1,24473,BELLEWSTOWN,2441,,unknown,54.0,True,,,,,
25604-1,25604,FINGLAS,2571,FIN_RURAL,unknown,10.0,False,53.4055029,-6.3149241,53.400000000000006,-6.300000000000001,+053.40_-0006.30
25604-2,25604,FINGLAS,2571,FIN_RURAL,unknown,15.0,False,53.4055029,-6.3149241,53.400000000000006,-6.300000000000001,+053.40_-0006.30
25605-1,25605,FINGLAS,2571,FIN_RURAL,unknown,1.6,False,53.4055029,-6.3149241,53.400000000000006,-6.300000000000001,+053.40_-0006.30
25672-1,25672,PV_BULLSTOWN,2571,FIN_RURAL,solar,8.42,True,53.4055029,-6.3149241,53.400000000000006,-6.300000000000001,+053.40_-0006.30
25674-1,25674,TEG HUNTSTOW,25674,HUNTSTOW,unknown,50.0,False,53.4124627,-6.3257744,53.400000000000006,-6.300000000000001,+053.40_-0006.30
25675-1,25675,PV_FIELDSTOW,25610,NEWBARN,solar,75.0,True,53.4124627,-6.3257744,53.400000000000006,-6.300000000000001,+053.40_-0006.30
25675-2,25675,PV_FIELDSTOW,25610,NEWBARN,solar,18.27,True,53.4124627,-6.3257744,53.400000000000006,-6.300000000000001,+053.40_-0006.30
26071-1,26071,W_FIRLOUGH,2601,,wind,48.3,True,,,,,
26071-2,26071,W_FIRLOUGH,2601,,wind,27.3,True,,,,,
26471-1,26471,PV_GRAHOMICK,2641,,solar,54.8,True,,,,,
26571-1,26571,W_GARRINTAGG,2651,,wind,49.5,True,,,,,
26671-1,26671,PV_GLEN SOLA,2661,,solar,40.0,True,,,,,
26732-1,26732,W_DERRYSALLA,2671,GARVAGH,wind,34.0,True,54.1504588,-8.1924874,54.2,-8.200000000000001,+054.20_-0008.20
26771-1,26771,W_GAR_GLEBE_,2671,GARVAGH,wind,26.0,True,54.1504588,-8.1924874,54.2,-8.200000000000001,+054.20_-0008.20
26773-1,26773,W_GAR_TULLIN,2671,GARVAGH,wind,22.0,True,54.1504588,-8.1924874,54.2,-8.200000000000001,+054.20_-0008.20
26971-1,26971,PV_GILLINSTO,2691,GARBALLAGH,solar,95.0,True,53.6572305,-6.4586834,53.7,-6.5,+053.70_-0006.50
26972-1,26972,PV_GARBALLAG,2691,GARBALLAGH,solar,48.0,True,53.6572305,-6.4586834,53.7,-6.5,+053.70_-0006.50
27014-1,27014,PV_FEATHERBE,2701,GLASMORE,solar,4.0,True,53.4677716,-6.2384064,53.5,-6.2,+053.50_-0006.20
27071-1,27071,W_COUNTRY_CR,2701,GLASMORE,wind,0.5,True,53.4677716,-6.2384064,53.5,-6.2,+053.50_-0006.20
27072-1,27072,PV_MAINSCOUR,2701,GLASMORE,solar,39.99,True,53.4677716,-6.2384064,53.5,-6.2,+053.50_-0006.20
27101-1,27101,KNOCKFINGLAS,2712,,unknown,567.0,True,,,,,
27205-5,27205,HY_GRIFFINR,2721,GRIFFINRATH,hydro,4.0,False,53.3435573,-6.5644585,53.300000000000004,-6.6000000000000005,+053.30_-0006.60
27271-2,27271,PV_CONFEY,2721,GRIFFINRATH,solar,9.5,True,53.3435573,-6.5644585,53.300000000000004,-6.6000000000000005,+053.30_-0006.60
27273-1,27273,PV_TAGHADOE,2721,GRIFFINRATH,solar,25.0,True,53.3435573,-6.5644585,53.300000000000004,-6.6000000000000005,+053.30_-0006.60
27274-1,27274,PV_SMITHSTOW,2721,GRIFFINRATH,solar,25.3,True,53.3435573,-6.5644585,53.300000000000004,-6.6000000000000005,+053.30_-0006.60
27361-XX,27361,GAE_SCOM,2731,GLANLEE,unknown,0.0,False,51.925463,-9.3067693,51.900000000000006,-9.3,+051.90_-0009.30
27371-1,27371,W_GLANLEE,2731,GLANLEE,wind,12.8,True,51.925463,-9.3067693,51.900000000000006,-9.3,+051.90_-0009.30
27372-2,27372,W_GLANLEE,2731,GLANLEE,wind,17.0,True,51.925463,-9.3067693,51.900000000000006,-9.3,+051.90_-0009.30
27373-1,27373,PV_GLANLEE,2731,GLANLEE,solar,7.0,True,51.925463,-9.3067693,51.900000000000006,-9.3,+051.90_-0009.30
27474-1,27474,GI CCGT,2742,GREAT ISLAND,gas,465.5,True,52.2815845,-6.99172,52.300000000000004,-7.0,+052.30_-0007.00
27475-1,27475,PV_BALLYCULL,2741,GREAT ISLAND,solar,4.99,True,52.2815845,-6.99172,52.300000000000004,-7.0,+052.30_-0007.00
27476-1,27476,PV_BALLYGOWN,2741,GREAT ISLAND,solar,12.0,True,52.2815845,-6.99172,52.300000000000004,-7.0,+052.30_-0007.00
27477-1,27477,BS_KILMANNOC,2741,GREAT ISLAND,biomass,30.0,False,52.2815845,-6.99172,52.300000000000004,-7.0,+052.30_-0007.00
27478-1,27478,BS_KILMMANOC,2741,GREAT ISLAND,biomass,90.0,False,52.2815845,-6.99172,52.300000000000004,-7.0,+052.30_-0007.00
27479-1,27479,W_GI_OFFSHOR,2742,GREAT ISLAND,wind,450.0,True,52.2815845,-6.99172,52.300000000000004,-7.0,+052.30_-0007.00
27771-1,27771,W_COOMACHEO,2771,GARROW,wind,41.225,True,52.0026938,-9.131237,52.0,-9.1,+052.00_-0009.10
27772-2,27772,W_CAHERDOWNE,2771,GARROW,wind,10.0,True,52.0026938,-9.131237,52.0,-9.1,+052.00_-0009.10
27773-3,27773,W_CLYDAGHROE,2771,GARROW,wind,4.99,True,52.0026938,-9.131237,52.0,-9.1,+052.00_-0009.10
27774-4,27774,W_COOMACHEO_,2771,GARROW,wind,18.0,True,52.0026938,-9.131237,52.0,-9.1,+052.00_-0009.10
27971-1,27971,PV_GALLANSTO,2791,GALLANSTOWN,solar,119.0,True,53.450696,-6.3653809,53.5,-6.4,+053.50_-0006.40
27972-1,27972,PV_HARLOCKST,2791,GALLANSTOWN,solar,31.6,True,53.450696,-6.3653809,53.5,-6.4,+053.50_-0006.40
27973-1,27973,PV_RATHLOCKS,2791,GALLANSTOWN,solar,18.9,True,53.450696,-6.3653809,53.5,-6.4,+053.50_-0006.40
28002-3,28002,GOLAGH,2801,GOLAGH,unknown,60.0,True,54.6871253,-7.9351078,54.7,-7.9,+054.70_-0007.90
28071-2,28071,W_BS_GOLAGH,2801,GOLAGH,wind,3.0,False,54.6871253,-7.9351078,54.7,-7.9,+054.70_-0007.90
28271-1,28271,W_CORNEEN,2821,GORTAWEE,wind,3.0,True,54.1291946,-7.5811846,54.1,-7.6000000000000005,+054.10_-0007.60
28272-1,28272,W_TULLYHAW,2821,GORTAWEE,wind,5.0,True,54.1291946,-7.5811846,54.1,-7.6000000000000005,+054.10_-0007.60
28471-1,28471,BS_GORMAN BE,28411,GORMAN,biomass,50.0,False,53.7009328,-6.6442071,53.7,-6.6000000000000005,+053.70_-0006.60
28571-1,28571,WHITEGATE,2852,GLANAGOW,unknown,445.0,True,51.8150801,-8.2496363,51.800000000000004,-8.200000000000001,+051.80_-0008.20
28814-2,28814,W_HEMSBROOK,28810,GLENLARA,wind,13.8,True,52.2053487,-9.023808,52.2,-9.0,+052.20_-0009.00
28844-1,28844,PV_DROMALOUR,28810,GLENLARA,solar,4.95,True,52.2053487,-9.023808,52.2,-9.0,+052.20_-0009.00
28872-1,28872,W_DROMDEEVEE,28810,GLENLARA,wind,10.5,True,52.2053487,-9.023808,52.2,-9.0,+052.20_-0009.00
28873-DW,28873,W_DROMDEVEEN,28810,GLENLARA,wind,16.5,True,52.2053487,-9.023808,52.2,-9.0,+052.20_-0009.00
28874-1,28874,W_TAURBEG,2881,GLENLARA,wind,26.0,True,52.2053487,-9.023808,52.2,-9.0,+052.20_-0009.00
28901-SC,28901,GLENCLOOSAGH,2892,,unknown,0.0,False,,,,,
29271-1,29271,PV_HARRISTOW,2921,,solar,42.3,True,,,,,
29671-ST,29671,HUNT_ST,2962,HUNTSTOWN,unknown,123.0,True,53.4109851,-6.3249285,53.400000000000006,-6.300000000000001,+053.40_-0006.30
29672-CT,29672,HUNT_CT,2962,HUNTSTOWN,unknown,230.2,True,53.4109851,-6.3249285,53.400000000000006,-6.300000000000001,+053.40_-0006.30
29673-2,29673,BS_HUNTSTOWN,2972,,biomass,400.0,False,,,,,
29673-B1,29673,BS_HUNTSTOWN,2972,,biomass,10.0,False,,,,,
30671-1,30671,HY_INISG1,3061,INISCARRA,hydro,15.0,False,51.9017859,-8.661073,51.900000000000006,-8.700000000000001,+051.90_-0008.70
30671-2,30671,HY_INISG1,3061,INISCARRA,hydro,4.0,False,51.9017859,-8.661073,51.900000000000006,-8.700000000000001,+051.90_-0008.70
30871-1,30871,BS_KYLEMORE,3081,INCH_CITY,biomass,30.0,False,53.3337774,-6.3391212,53.300000000000004,-6.300000000000001,+053.30_-0006.30
31171-1,31171,PV_MONATOORE,3111,,solar,25.7,True,,,,,
31172-1,31172,PV_BALLYVATT,3111,,solar,16.3,True,,,,,
31271-1,31271,DUBLIN_BAY_P,3122,IRISHTOWN,unknown,403.9,True,53.3400724,-6.2019353,53.300000000000004,-6.2,+053.30_-0006.20
31272-1,31272,BS_SOUTHWALL,3122,IRISHTOWN,biomass,30.0,False,53.3400724,-6.2019353,53.300000000000004,-6.2,+053.30_-0006.20
31273-1,31273,RINGSEND FLE,3122,IRISHTOWN,unknown,63.5,False,53.3400724,-6.2019353,53.300000000000004,-6.2,+053.30_-0006.20
31871-1,31871,BS_PV_NORTH,3181,,biomass,47.11,True,,,,,
31871-2,31871,BS_PV_NORTH,3181,,biomass,30.0,False,,,,,
32071-1,32071,W_KRA_OFFSHO,32060,,wind,450.0,True,,,,,
32271-1,32271,W_PLUCKANE,3221,KILBARRY,wind,0.85,True,51.9224604,-8.4769397,51.900000000000006,-8.5,+051.90_-0008.50
32272-1,32272,PV_COOLYDUFF,3221,KILBARRY,solar,4.95,True,51.9224604,-8.4769397,51.900000000000006,-8.5,+051.90_-0008.50
32273-1,32273,PV_DRUMGARRI,3221,KILBARRY,solar,4.95,True,51.9224604,-8.4769397,51.900000000000006,-8.5,+051.90_-0008.50
32405-1,32405,KILTEEL,3241,KILTEEL,unknown,9.77,False,53.2465815,-6.5400403,53.2,-6.5,+053.20_-0006.50
32471-1,32471,PV_THREECAST,3241,KILTEEL,solar,15.0,True,53.2465815,-6.5400403,53.2,-6.5,+053.20_-0006.50
32472-1,32472,BS_PORTERSTO,3241,KILTEEL,biomass,30.0,False,53.2465815,-6.5400403,53.2,-6.5,+053.20_-0006.50
32472-2,32472,BS_PORTERSTO,3241,KILTEEL,biomass,60.0,False,53.2465815,-6.5400403,53.2,-6.5,+053.20_-0006.50
32508-1,32508,W_KNOCKNAGOU,3251,REAMORE,wind,42.55,True,52.302124,-9.5436255,52.300000000000004,-9.5,+052.30_-0009.50
32508-XX,32508,W_KNOCKNAGOU,3251,REAMORE,wind,0.0,False,52.302124,-9.5436255,52.300000000000004,-9.5,+052.30_-0009.50
32576-8,32576,W_MUINGNAMIN,3251,REAMORE,wind,11.2,True,52.302124,-9.5436255,52.300000000000004,-9.5,+052.30_-0009.50
32577-1,32577,W_MUINGNAMIN,3251,REAMORE,wind,4.1,True,52.302124,-9.5436255,52.300000000000004,-9.5,+052.30_-0009.50
32605-2,32605,KILKENNY,3261,KILKENNY,unknown,4.0,True,52.6405514,-7.1718695,52.6,-7.2,+052.60_-0007.20
32671-1,32671,PV_CASTLEKEL,3261,KILKENNY,solar,4.0,True,52.6405514,-7.1718695,52.6,-7.2,+052.60_-0007.20
32672-1,32672,PV_THOMASTOW,3261,KILKENNY,solar,4.0,True,52.6405514,-7.1718695,52.6,-7.2,+052.60_-0007.20
32674-1,32674,PV_KEATINGST,3261,KILKENNY,solar,6.0,True,52.6405514,-7.1718695,52.6,-7.2,+052.60_-0007.20
32675-1,32675,PV_CLASHWILL,3261,KILKENNY,solar,44.0,True,52.6405514,-7.1718695,52.6,-7.2,+052.60_-0007.20
33071-DW,33071,W_WEDCROSS,3301,KNOCKEARAGH,wind,4.5,True,52.0764652,-9.4387403,52.1,-9.4,+052.10_-0009.40
33072-1,33072,W_GNEEVES,3301,KNOCKEARAGH,wind,9.35,True,52.0764652,-9.4387403,52.1,-9.4,+052.10_-0009.40
33074-1,33074,PV_MADAMS HI,3301,KNOCKEARAGH,solar,8.99,True,52.0764652,-9.4387403,52.1,-9.4,+052.10_-0009.40
33174-1,33174,W_KNOCKADRIN,3311,KNOCKDRIN,wind,110.2,True,53.3598053,-7.2130769,53.400000000000006,-7.2,+053.40_-0007.20
33361-XX,33361,STATCOM BALL,3331,BALLYNAHULLA,unknown,0.0,False,52.1738656,-9.2611456,52.2,-9.3,+052.20_-0009.30
33471-1,33471,PV_GARREENLE,33410,,solar,81.0,True,,,,,
33671-1,33671,PV_LAURENCET,3361,,solar,47.0,True,,,,,
33971-TW,33971,W_KNOCKACU,3391,KNOCKACUMMER,wind,105.0,True,52.2595355,-9.1006362,52.300000000000004,-9.1,+052.30_-0009.10
34471-1,34471,KILVINOGE,3441,,unknown,135.8,True,,,,,
34803-1,34803,KELWIN,3481,,unknown,2.0,False,,,,,
34871-1,34871,BS_KELWIN,3481,,biomass,27.0,False,,,,,
34872-1,34872,W_KELWIN P3,3481,,wind,37.0,True,,,,,
34971-1,34971,W_LISLEA,3491,,wind,48.9,True,,,,,
35071-1,35071,W_SKRINE,3501,,wind,4.6,True,,,,,
35075-1,35075,PV_CREEVY SO,3501,,solar,4.0,True,,,,,
35076-1,35076,W_ROXBOROUGH,3501,,wind,4.95,True,,,,,
35171-1,35171,W_LICKNY,3511,,wind,88.0,True,,,,,
35171-2,35171,W_LICKNY,3511,,wind,9.5,True,,,,,
35271-1,35271,PV_MONVALLET,3521,LOUTHA,solar,50.0,True,53.9674714,-6.5657571,54.0,-6.6000000000000005,+054.00_-0006.60
35272-1,35272,BS_MONVALLET,3521,LOUTHA,biomass,121.5,False,53.9674714,-6.5657571,54.0,-6.6000000000000005,+054.00_-0006.60
35371-1,35371,PV_LYSAGHTST,3531,LYSAGHTSTOWN,solar,87.0,True,51.935749,-8.2307526,51.900000000000006,-8.200000000000001,+051.90_-0008.20
35372-1,35372,PV_LYSAGHTST,3531,LYSAGHTSTOWN,solar,60.0,True,51.935749,-8.2307526,51.900000000000006,-8.200000000000001,+051.90_-0008.20
35471-1,35471,PV_KILCOLMAN,3541,LIMERICK,solar,4.0,True,52.634953,-8.6416309,52.6,-8.6,+052.60_-0008.60
35472-1,35472,PV_ISLANDUAN,3541,LIMERICK,solar,4.95,True,52.634953,-8.6416309,52.6,-8.6,+052.60_-0008.60
35571-1,35571,PV_LOUGHTEAG,3551,,solar,55.0,True,,,,,
35571-2,35571,PV_LOUGHTEAG,3551,,solar,25.0,True,,,,,
35671-1,35671,BS_LISDRINDO,35611,LISDRUMDOAGH,biomass,60.0,False,54.2443142,-6.9122464,54.2,-6.9,+054.20_-0006.90
35771-1,35771,BS_DERRYCARN,3571,DERRYCARNEY,biomass,100.0,False,53.2271141,-7.7961871,53.2,-7.800000000000001,+053.20_-0007.80
35772-1,35772,W_CLOGHAN,3571,DERRYCARNEY,wind,34.0,True,53.2271141,-7.7961871,53.2,-7.800000000000001,+053.20_-0007.80
35871-1,35871,W_MEENANIL,3581,LETTERKENNY,wind,2.55,True,54.9241287,-7.6977545,54.900000000000006,-7.7,+054.90_-0007.70
35872-2,35872,W_MEENANIL,3581,LETTERKENNY,wind,2.45,True,54.9241287,-7.6977545,54.900000000000006,-7.7,+054.90_-0007.70
35873-3,35873,W_MEENANIL,3581,LETTERKENNY,wind,3.4,True,54.9241287,-7.6977545,54.900000000000006,-7.7,+054.90_-0007.70
35875-1,35875,W_CARK(1),3581,LETTERKENNY,wind,15.0,True,54.9241287,-7.6977545,54.900000000000006,-7.7,+054.90_-0007.70
35876-3,35876,W_CULLIAGH,3581,LETTERKENNY,wind,11.88,True,54.9241287,-7.6977545,54.900000000000006,-7.7,+054.90_-0007.70
35877-6,35877,W_LURGANBO,3581,LETTERKENNY,wind,4.99,True,54.9241287,-7.6977545,54.900000000000006,-7.7,+054.90_-0007.70
35971-1,35971,W_LENALEA,3591,LENALEA,wind,30.5,True,54.9028813,-7.8642829,54.900000000000006,-7.9,+054.90_-0007.90
36271-1,36271,W_LISH-1,36210,LISHEEN,wind,36.0,True,52.7513555,-7.6819128,52.800000000000004,-7.7,+052.80_-0007.70
36272-2,36272,W_LISH-1A,36210,LISHEEN,wind,23.0,True,52.7513555,-7.6819128,52.800000000000004,-7.7,+052.80_-0007.70
36273-1,36273,W_LISHEEN,3621,LISHEEN,wind,28.8,True,52.7513555,-7.6819128,52.800000000000004,-7.7,+052.80_-0007.70
36471-1,36471,W_BALLYCA_20,36411,CRORY,wind,14.45,True,52.579165,-6.5358105,52.6,-6.5,+052.60_-0006.50
36472-1,36472,W_BALLYNANCO,36411,CRORY,wind,4.0,True,52.579165,-6.5358105,52.6,-6.5,+052.60_-0006.50
36473-1,36473,W_KNOCKNALOU,36411,CRORY,wind,5.0,True,52.579165,-6.5358105,52.6,-6.5,+052.60_-0006.50
36474-1,36474,W_BALLAMAN,36411,CRORY,wind,3.6,True,52.579165,-6.5358105,52.6,-6.5,+052.60_-0006.50
36475-1,36475,W_BALLYDUFF,36411,CRORY,wind,4.0,True,52.579165,-6.5358105,52.6,-6.5,+052.60_-0006.50
36476-1,36476,W_GILBBET_HI,36411,CRORY,wind,14.8,True,52.579165,-6.5358105,52.6,-6.5,+052.60_-0006.50
36477-1,36477,PV_THE DELL,3641,LODGEWOOD,solar,20.0,True,52.579161,-6.5375093,52.6,-6.5,+052.60_-0006.50
36671-1,36671,GREENLINK,36671,GREENLINK,unknown,504.0,True,52.2816555,-6.9856001,52.300000000000004,-7.0,+052.30_-0007.00
36971-1,36971,LAGHTANVACK,3691,,unknown,54.0,True,,,,,
36971-2,36971,LAGHTANVACK,3691,,unknown,54.0,True,,,,,
